2026-02-14 11:40:27 | INFO     | services.db | Database connection established
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | INFO     | api.profile_routes | Explicit interest removed
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | INFO     | api.profile_routes | Bulk explicit interests updated
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Profile fetched
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Profile fetched
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Profile fetched
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | INFO     | api.profile_routes | Implicit interest upgraded to explicit
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:28 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:28 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:28 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:48:44 | INFO     | services.db | Database connection established
2026-02-14 11:48:44 | DEBUG    | services.db | Database collections initialized
2026-02-14 11:48:44 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:48:44 | INFO     | main | FastAPI application started successfully
2026-02-14 11:48:44 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:48:45 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:48:45 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:49 | INFO     | services.db | Database connection established
2026-02-14 11:49:49 | DEBUG    | services.db | Database collections initialized
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:49:50 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:49:50 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:49:50 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:49:50 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:49:50 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:49:50 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | INFO     | api.profile_routes | Explicit interest added
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | INFO     | api.profile_routes | Explicit interest removed
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | INFO     | api.profile_routes | Bulk explicit interests updated
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Profile fetched
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Profile fetched
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Profile fetched
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | INFO     | api.profile_routes | Implicit interest upgraded to explicit
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:49:50 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application started successfully
2026-02-14 11:49:50 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:49:50 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:06 | INFO     | services.db | Database connection established
2026-02-14 11:50:06 | DEBUG    | services.db | Database collections initialized
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | INFO     | api.auth_routes | User registered successfully
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | WARNING  | api.auth_routes | Registration failed: missing credentials
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | WARNING  | api.auth_routes | Registration failed: missing credentials
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | WARNING  | api.auth_routes | Registration failed: duplicate or invalid user
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | INFO     | api.auth_routes | User login successful
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | WARNING  | api.auth_routes | Login failed: invalid credentials
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | WARNING  | api.auth_routes | Login attempt: missing credentials
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | WARNING  | api.auth_routes | Login attempt: missing credentials
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Query document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Query document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Query document inserted
2026-02-14 11:50:07 | ERROR    | services.logging_service | Failed to log query
Traceback (most recent call last):
  File "C:\Users\ssnip\Downloads\AI-Search-Engine\backend\services\logging_service.py", line 16, in log_query
    queries_col.insert_one(doc)
    ~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "C:\Python314\Lib\unittest\mock.py", line 1175, in __call__
    return self._mock_call(*args, **kwargs)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Python314\Lib\unittest\mock.py", line 1179, in _mock_call
    return self._execute_mock_call(*args, **kwargs)
           ~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Python314\Lib\unittest\mock.py", line 1234, in _execute_mock_call
    raise effect
Exception: Database connection error
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Query document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Interaction document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Interaction document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Interaction document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Interaction document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Interaction document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Interaction document inserted
2026-02-14 11:50:07 | ERROR    | services.logging_service | Failed to log interaction
Traceback (most recent call last):
  File "C:\Users\ssnip\Downloads\AI-Search-Engine\backend\services\logging_service.py", line 38, in log_interaction
    interactions_col.insert_one(doc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "C:\Python314\Lib\unittest\mock.py", line 1175, in __call__
    return self._mock_call(*args, **kwargs)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Python314\Lib\unittest\mock.py", line 1179, in _mock_call
    return self._execute_mock_call(*args, **kwargs)
           ~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Python314\Lib\unittest\mock.py", line 1234, in _execute_mock_call
    raise effect
Exception: Write operation failed
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Feedback document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Feedback document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Feedback document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Feedback document inserted
2026-02-14 11:50:07 | ERROR    | services.logging_service | Failed to log feedback
Traceback (most recent call last):
  File "C:\Users\ssnip\Downloads\AI-Search-Engine\backend\services\logging_service.py", line 66, in log_feedback
    interactions_col.delete_many({
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^
        "user_id": user_id,
        ^^^^^^^^^^^^^^^^^^^
        "clicked_url": result_url,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^
        "action_type": {"$in": ["positive_feedback", "negative_feedback"]},
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    })
    ^^
  File "C:\Python314\Lib\unittest\mock.py", line 1175, in __call__
    return self._mock_call(*args, **kwargs)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Python314\Lib\unittest\mock.py", line 1179, in _mock_call
    return self._execute_mock_call(*args, **kwargs)
           ~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Python314\Lib\unittest\mock.py", line 1234, in _execute_mock_call
    raise effect
Exception: Delete operation failed
2026-02-14 11:50:07 | ERROR    | services.logging_service | Failed to log feedback
Traceback (most recent call last):
  File "C:\Users\ssnip\Downloads\AI-Search-Engine\backend\services\logging_service.py", line 79, in log_feedback
    interactions_col.insert_one(doc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "C:\Python314\Lib\unittest\mock.py", line 1175, in __call__
    return self._mock_call(*args, **kwargs)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Python314\Lib\unittest\mock.py", line 1179, in _mock_call
    return self._execute_mock_call(*args, **kwargs)
           ~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Python314\Lib\unittest\mock.py", line 1234, in _execute_mock_call
    raise effect
Exception: Insert operation failed
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Query document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Interaction document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Feedback document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Feedback document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Interaction document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Interaction document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Interaction document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Interaction document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Feedback document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Feedback document inserted
2026-02-14 11:50:07 | DEBUG    | services.logging_service | Query document inserted
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:50:07 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:50:07 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:50:07 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:50:07 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:50:07 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:50:07 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:50:07 | DEBUG    | services.user_profile_service | Building user profile
2026-02-14 11:50:07 | DEBUG    | services.user_profile_service | Profile aggregation complete
2026-02-14 11:50:07 | INFO     | services.user_profile_service | User profile saved
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application started successfully
2026-02-14 11:50:07 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:50:07 | DEBUG    | api.profile_routes | Fetching profile for user
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown initiated
2026-02-14 11:50:07 | INFO     | main | FastAPI application shutdown complete
2026-02-14 11:50:07 | INFO     | main | FastAPI application startup initiated
